Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Public Class,org.apache.xerces.impl.dv.xs.ListDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.MonthDV,7,4,0
Public Class,org.apache.xerces.impl.dv.xs.MonthDayDV,7,3,66
Public Class,org.apache.xerces.impl.dv.xs.QNameDV,8,3,66
Public Class,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,9,7,61
Public Class,org.apache.xerces.impl.dv.xs.SchemaDateTimeException,1,2,0
Public Class,org.apache.xerces.impl.dv.xs.StringDV,5,2,0
Public Class,org.apache.xerces.impl.dv.xs.TimeDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.UnionDV,5,2,0
Public Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,54,64,93
Public Class,org.apache.xerces.impl.dv.xs.YearDV,7,3,0
Public Class,org.apache.xerces.impl.dv.xs.YearMonthDV,7,3,0
Public Class,org.apache.xerces.impl.io.ASCIIReader,5,10,65
Public Class,org.apache.xerces.impl.io.UCSReader,4,10,76
Public Class,org.apache.xerces.impl.io.UTF8Reader,11,14,75
Public Class,org.apache.xerces.impl.msg.XMLMessageFormatter,8,1,50
Public Class,org.apache.xerces.impl.validation.ValidationManager,3,7,57
Public Class,org.apache.xerces.impl.validation.ValidationState,6,21,84
Public Class,org.apache.xerces.impl.xpath.XPath,18,6,75
Public Class,org.apache.xerces.impl.xpath.XPathException,1,3,0
Public Class,org.apache.xerces.impl.xpath.regex.BMPattern,3,8,25
Public Class,org.apache.xerces.impl.xpath.regex.Match,5,12,61
Public Class,org.apache.xerces.impl.xpath.regex.ParseException,1,2,0
Public Class,org.apache.xerces.impl.xpath.regex.REUtil,11,16,93
Public Class,org.apache.xerces.impl.xpath.regex.RegularExpression,22,52,92
Public Class,org.apache.xerces.impl.xs.AttributePSVImpl,6,11,80
Public Class,org.apache.xerces.impl.xs.ElementPSVImpl,8,14,85
Public Class,org.apache.xerces.impl.xs.SchemaGrammar,43,48,95
Public Class,org.apache.xerces.impl.xs.SchemaNamespaceSupport,2,5,0
Public Class,org.apache.xerces.impl.xs.SchemaSymbols,1,0,0
Public Class,org.apache.xerces.impl.xs.SubstitutionGroupHandler,11,9,77
Public Class,org.apache.xerces.impl.xs.XMLSchemaException,1,3,33
Public Class,org.apache.xerces.impl.xs.XMLSchemaLoader,47,26,88
Public Class,org.apache.xerces.impl.xs.XMLSchemaValidator,79,58,94
Public Class,org.apache.xerces.impl.xs.XSAnnotationImpl,16,9,61
Public Class,org.apache.xerces.impl.xs.XSAttributeDecl,10,13,83
Public Class,org.apache.xerces.impl.xs.XSAttributeGroupDecl,18,13,77
Public Class,org.apache.xerces.impl.xs.XSAttributeUseImpl,7,9,77
Public Class,org.apache.xerces.impl.xs.XSComplexTypeDecl,16,36,88
Public Class,org.apache.xerces.impl.xs.XSConstraints,31,30,96
Public Class,org.apache.xerces.impl.xs.XSDDescription,4,18,89
Public Class,org.apache.xerces.impl.xs.XSDeclarationPool,8,22,87
Public Class,org.apache.xerces.impl.xs.XSElementDecl,15,30,91
Public Class,org.apache.xerces.impl.xs.XSGrammarBucket,4,5,19
Public Class,org.apache.xerces.impl.xs.XSGroupDecl,7,6,83
Public Class,org.apache.xerces.impl.xs.XSMessageFormatter,7,1,33
Public Class,org.apache.xerces.impl.xs.XSModelGroupImpl,10,16,75
Public Class,org.apache.xerces.impl.xs.XSModelImpl,25,13,72
Public Class,org.apache.xerces.impl.xs.XSNotationDecl,5,7,85
Public Class,org.apache.xerces.impl.xs.XSParticleDecl,7,16,79
Public Class,org.apache.xerces.impl.xs.XSWildcardDecl,11,20,80
Public Class,org.apache.xerces.impl.xs.identity.Field,7,7,61
Public Class,org.apache.xerces.impl.xs.identity.IDValue,5,4,50
Public Class,org.apache.xerces.impl.xs.identity.KeyRef,2,3,0
Public Class,org.apache.xerces.impl.xs.identity.Selector,7,5,60
Public Class,org.apache.xerces.impl.xs.identity.Selector.Matcher,11,6,45
Public Class,org.apache.xerces.impl.xs.identity.UniqueOrKey,1,1,0
Public Class,org.apache.xerces.impl.xs.identity.XPathMatcher,21,10,75
Public Class,org.apache.xerces.impl.xs.models.CMBuilder,16,9,68
Public Class,org.apache.xerces.impl.xs.models.CMNodeFactory,14,8,75
Public Class,org.apache.xerces.impl.xs.models.XSAllCM,6,8,57
Public Class,org.apache.xerces.impl.xs.models.XSCMBinOp,3,6,16
Public Class,org.apache.xerces.impl.xs.models.XSCMLeaf,4,9,55
Public Class,org.apache.xerces.impl.xs.models.XSCMUniOp,3,5,0
Public Class,org.apache.xerces.impl.xs.models.XSDFACM,20,13,80
Public Class,org.apache.xerces.impl.xs.models.XSEmptyCM,4,5,80
Public Class,org.apache.xerces.impl.xs.opti.AttrImpl,4,9,72
Public Class,org.apache.xerces.impl.xs.opti.DefaultDocument,14,34,0
Public Class,org.apache.xerces.impl.xs.opti.DefaultElement,5,22,0
Public Class,org.apache.xerces.impl.xs.opti.DefaultNode,6,38,0
Public Class,org.apache.xerces.impl.xs.opti.DefaultText,2,12,0
Public Class,org.apache.xerces.impl.xs.opti.DefaultXMLDocumentHandler,12,52,96
Public Class,org.apache.xerces.impl.xs.opti.ElementImpl,6,21,76
Public Class,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl,4,9,44
Public Class,org.apache.xerces.impl.xs.opti.NodeImpl,1,9,77
Public Class,org.apache.xerces.impl.xs.opti.SchemaDOM,17,21,81
Public Class,org.apache.xerces.impl.xs.opti.SchemaDOMParser,17,13,72
Public Class,org.apache.xerces.impl.xs.opti.SchemaParsingConfig,29,23,94
Public Class,org.apache.xerces.impl.xs.opti.TextImpl,4,7,46
Public Class,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,32,7,93
Public Class,org.apache.xerces.impl.xs.traversers.XSDHandler,55,36,92
Public Class,org.apache.xerces.impl.xs.util.NSItemListImpl,2,4,33
Public Class,org.apache.xerces.impl.xs.util.SimpleLocator,1,16,75
Public Class,org.apache.xerces.impl.xs.util.StringListImpl,2,4,33
Public Class,org.apache.xerces.impl.xs.util.XInt,2,5,0
Public Class,org.apache.xerces.impl.xs.util.XIntPool,1,1,50
Public Class,org.apache.xerces.impl.xs.util.XSGrammarPool,7,1,0
Public Class,org.apache.xerces.impl.xs.util.XSNamedMap4Types,4,5,19
Public Class,org.apache.xerces.impl.xs.util.XSNamedMapImpl,4,6,36
Public Class,org.apache.xerces.impl.xs.util.XSObjectListImpl,2,7,38
Public Class,org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,11,3,0
Public Class,org.apache.xerces.jaxp.DocumentBuilderImpl,23,10,66
Public Class,org.apache.xerces.jaxp.SAXParserFactoryImpl,10,4,25
Public Class,org.apache.xerces.jaxp.SAXParserImpl,14,8,37
Public Class,org.apache.xerces.parsers.AbstractDOMParser,63,45,87
Public Class,org.apache.xerces.parsers.CachingParserPool,9,7,69
Public Class,org.apache.xerces.parsers.DOMASBuilderImpl,21,13,92
Public Class,org.apache.xerces.parsers.DOMParser,26,14,92
Public Class,org.apache.xerces.parsers.DOMParserImpl,29,17,88
Public Class,org.apache.xerces.parsers.DTDConfiguration,33,23,94
Public Class,org.apache.xerces.parsers.IntegratedParserConfiguration,16,7,71
Public Class,org.apache.xerces.parsers.NonValidatingConfiguration,30,20,95
Public Class,org.apache.xerces.parsers.SAXParser,6,4,75
Public Class,org.apache.xerces.parsers.SecurityConfiguration,5,4,75
Public Class,org.apache.xerces.parsers.StandardParserConfiguration,10,7,84
Public Class,org.apache.xerces.parsers.XIncludeParserConfiguration,14,7,75
Public Class,org.apache.xerces.parsers.XML11Configuration,30,6,83
Public Class,org.apache.xerces.parsers.XMLDocumentParser,5,4,0
Public Class,org.apache.xerces.parsers.XMLGrammarCachingConfiguration,19,13,89
Public Class,org.apache.xerces.parsers.XMLGrammarPreparser,20,17,86
Public Class,org.apache.xerces.util.AugmentationsImpl,4,6,0
Public Class,org.apache.xerces.util.DOMEntityResolverWrapper,10,5,40
Public Class,org.apache.xerces.util.DOMErrorHandlerWrapper,11,9,64
Public Class,org.apache.xerces.util.DOMUtil,13,39,0
Public Class,org.apache.xerces.util.DefaultErrorHandler,6,6,66
Public Class,org.apache.xerces.util.EncodingMap,2,7,57
Public Class,org.apache.xerces.util.EntityResolverWrapper,11,5,40
Public Class,org.apache.xerces.util.ErrorHandlerWrapper,8,10,50
Public Class,org.apache.xerces.util.IntStack,2,7,21
Public Class,org.apache.xerces.util.NamespaceSupport,1,2,100
Public Class,org.apache.xerces.util.ObjectFactory,18,7,85
Public Class,org.apache.xerces.util.ParserConfigurationSettings,5,10,75
Public Class,org.apache.xerces.util.SecurityManager,0,5,60
Public Class,org.apache.xerces.util.ShadowedSymbolTable,1,5,0
Public Class,org.apache.xerces.util.SymbolHash,1,9,29
Public Class,org.apache.xerces.util.SymbolTable,2,8,54
Public Class,org.apache.xerces.util.SynchronizedSymbolTable,1,7,0
Public Class,org.apache.xerces.util.URI,5,48,93
Public Class,org.apache.xerces.util.XML11Char,1,12,90
Public Class,org.apache.xerces.util.XMLAttributesImpl,6,36,63
Public Class,org.apache.xerces.util.XMLChar,1,21,96
Public Class,org.apache.xerces.util.XMLGrammarPoolImpl,6,14,70
Public Class,org.apache.xerces.util.XMLResourceIdentifierImpl,2,18,66
Public Class,org.apache.xerces.util.XMLStringBuffer,2,11,63
Public Class,org.apache.xerces.util.XMLSymbols,1,1,100
Public Class,org.apache.xerces.xinclude.MultipleScopeNamespaceSupport,4,13,23
Public Class,org.apache.xerces.xinclude.XIncludeFatalError,2,4,25
Public Class,org.apache.xerces.xinclude.XIncludeHandler,42,84,95
Public Class,org.apache.xerces.xinclude.XIncludeMessageFormatter,7,1,33
Public Class,org.apache.xerces.xinclude.XIncludeNamespaceSupport,2,5,40
Public Class,org.apache.xerces.xinclude.XIncludeResourceError,2,4,25
Public Class,org.apache.xerces.xinclude.XIncludeTextReader,13,6,62
Public Class,org.apache.xerces.xni.QName,2,10,44
Public Class,org.apache.xerces.xni.XMLString,1,9,33
Public Class,org.apache.xerces.xni.XNIException,1,4,25
Public Class,org.apache.xerces.xni.parser.XMLConfigurationException,1,4,62
Public Class,org.apache.xerces.xni.parser.XMLInputSource,4,16,70
Public Class,org.apache.xerces.xni.parser.XMLParseException,3,9,55
Public Class,org.apache.xml.serialize.DOMSerializerImpl,33,15,60
Public Class,org.apache.xml.serialize.ElementState,2,0,0
Public Class,org.apache.xml.serialize.EncodingInfo,7,5,60
Public Class,org.apache.xml.serialize.Encodings,6,1,16
Public Class,org.apache.xml.serialize.HTMLSerializer,13,8,79
Public Class,org.apache.xml.serialize.HTMLdtd,11,16,93
Public Class,org.apache.xml.serialize.IndentPrinter,6,17,58
Public Class,org.apache.xml.serialize.LineSeparator,1,0,0
Public Class,org.apache.xml.serialize.Method,1,0,0
Public Class,org.apache.xml.serialize.OutputFormat,13,50,95
Public Class,org.apache.xml.serialize.Printer,6,18,64
Public Class,org.apache.xml.serialize.TextSerializer,11,17,0
Public Class,org.apache.xml.serialize.XHTMLSerializer,4,5,0
Public Class,org.apache.xml.serialize.XML11Serializer,19,12,100
Public Class,org.apache.xml.serialize.XMLSerializer,16,7,89
Public Class,org.w3c.dom.DOMException,1,1,94
Public Class,org.w3c.dom.bootstrap.DOMImplementationListImpl,3,4,0
Public Class,org.w3c.dom.bootstrap.DOMImplementationRegistry,21,7,64
Public Class,org.w3c.dom.xpath.XPathException,1,1,66
Public Class,sax.Counter,20,13,84
Public Class,sax.DocumentTracer,22,39,87
Public Class,sax.Writer,22,27,90
Public Class,sax.helpers.AttributesImpl,3,23,76
Public Class,simpletype.SimpleTypeUsage,16,11,96
Public Class,socket.DelayedInput,18,9,84
Public Class,socket.KeepSocketOpen,7,1,0
Public Class,socket.io.WrappedInputStream,2,5,26
Public Class,socket.io.WrappedOutputStream,2,7,57
Public Class,ui.DOMParserSaveEncoding,5,4,50
Public Class,ui.DOMTree,3,5,0
Public Class,ui.DOMTreeFull,8,9,88
Public Class,ui.DefaultImages,2,3,0
Public Class,ui.TreeView,49,13,83
Public Class,ui.TreeViewer,7,3,0
Public Class,xni.Counter,22,14,83
Public Class,xni.DocumentTracer,24,61,89
Public Class,xni.PSVIWriter,20,32,94
Public Class,xni.PassThroughFilter,10,19,50
Public Class,xni.UpperCaseFilter,5,4,75
Public Class,xni.Writer,24,23,87
Public Class,xni.XMLGrammarBuilder,17,3,62
Public Class,xni.parser.CSVConfiguration,18,5,80
Public Class,xni.parser.CSVParser,1,1,0
Public Class,xni.parser.NonValidatingParserConfiguration,3,3,33
Public Class,xni.parser.PSVIConfiguration,4,6,66
Public Class,xni.parser.PSVIParser,1,1,0
Public Interface,dom.ParserWrapper,6,3,0
Public Interface,dom.ParserWrapper.DocumentInfo,1,1,0
Public Interface,org.apache.html.dom.HTMLFormControl,0,0,0
Public Interface,org.apache.wml.WMLAElement,1,8,0
Public Interface,org.apache.wml.WMLAccessElement,1,4,0
Public Interface,org.apache.wml.WMLAnchorElement,1,4,0
Public Interface,org.apache.wml.WMLBElement,1,2,0
Public Interface,org.apache.wml.WMLBigElement,1,2,0
Public Interface,org.apache.wml.WMLBrElement,1,2,0
Public Interface,org.apache.wml.WMLCardElement,1,14,0
Public Interface,org.apache.wml.WMLDOMImplementation,0,0,0
Public Interface,org.apache.wml.WMLDoElement,1,10,0
Public Interface,org.apache.wml.WMLDocument,0,0,0
Public Interface,org.apache.wml.WMLElement,1,4,0
Public Interface,org.apache.wml.WMLEmElement,1,2,0
Public Interface,org.apache.wml.WMLFieldsetElement,1,4,0
Public Interface,org.apache.wml.WMLGoElement,1,8,0
Public Interface,org.apache.wml.WMLHeadElement,0,0,0
Public Interface,org.apache.wml.WMLIElement,1,2,0
Public Interface,org.apache.wml.WMLImgElement,1,18,0
Public Interface,org.apache.wml.WMLInputElement,1,20,0
Public Interface,org.apache.wml.WMLMetaElement,1,10,0
Public Interface,org.apache.wml.WMLNoopElement,0,0,0
Public Interface,org.apache.wml.WMLOneventElement,1,2,0
Public Interface,org.apache.wml.WMLOptgroupElement,1,4,0
Public Interface,org.apache.wml.WMLOptionElement,1,8,0
Public Interface,org.apache.wml.WMLPElement,1,6,0
Public Interface,org.apache.wml.WMLPostfieldElement,1,4,0
Public Interface,org.apache.wml.WMLPrevElement,0,0,0
Public Interface,org.apache.wml.WMLRefreshElement,0,0,0
Public Interface,org.apache.wml.WMLSelectElement,1,16,0
Public Interface,org.apache.wml.WMLSetvarElement,1,4,0
Public Interface,org.apache.wml.WMLSmallElement,1,2,0
Public Interface,org.apache.wml.WMLStrongElement,1,2,0
Public Interface,org.apache.wml.WMLTableElement,1,8,0
Public Interface,org.apache.wml.WMLTdElement,1,2,0
Public Interface,org.apache.wml.WMLTemplateElement,1,6,0
Public Interface,org.apache.wml.WMLTimerElement,1,4,0
Public Interface,org.apache.wml.WMLTrElement,0,0,0
Public Interface,org.apache.wml.WMLUElement,1,2,0
Public Interface,org.apache.wml.WMLWmlElement,1,2,0
Public Interface,org.apache.xerces.dom.DeferredNode,0,1,100
Public Interface,org.apache.xerces.dom3.DOMConfiguration,2,3,0
Public Interface,org.apache.xerces.dom3.DOMError,2,6,100
Public Interface,org.apache.xerces.dom3.DOMErrorHandler,1,1,0
Public Interface,org.apache.xerces.dom3.DOMImplementationList,1,2,0
Public Interface,org.apache.xerces.dom3.DOMImplementationSource,3,2,0
Public Interface,org.apache.xerces.dom3.DOMLocator,2,5,0
Public Interface,org.apache.xerces.dom3.TypeInfo,1,2,0
Public Interface,org.apache.xerces.dom3.UserDataHandler,2,1,100
Public Interface,org.apache.xerces.dom3.as.ASAttributeDeclaration,3,10,100
Public Interface,org.apache.xerces.dom3.as.ASContentModel,3,11,100
Public Interface,org.apache.xerces.dom3.as.ASDataType,0,1,100
Public Interface,org.apache.xerces.dom3.as.ASElementDeclaration,5,16,100
Public Interface,org.apache.xerces.dom3.as.ASEntityDeclaration,1,8,100
Public Interface,org.apache.xerces.dom3.as.ASModel,10,20,0
Public Interface,org.apache.xerces.dom3.as.ASNamedObjectMap,3,8,0
Public Interface,org.apache.xerces.dom3.as.ASNotationDeclaration,1,4,0
Public Interface,org.apache.xerces.dom3.as.ASObject,2,12,100
Public Interface,org.apache.xerces.dom3.as.ASObjectList,1,2,0
Public Interface,org.apache.xerces.dom3.as.CharacterDataEditAS,1,6,0
Public Interface,org.apache.xerces.dom3.as.DOMASBuilder,5,4,0
Public Interface,org.apache.xerces.dom3.as.DOMASWriter,3,1,0
Public Interface,org.apache.xerces.dom3.as.DOMImplementationAS,3,3,0
Public Interface,org.apache.xerces.dom3.as.DocumentAS,5,10,0
Public Interface,org.apache.xerces.dom3.as.DocumentEditAS,0,2,0
Public Interface,org.apache.xerces.dom3.as.ElementEditAS,4,13,0
Public Interface,org.apache.xerces.dom3.as.NodeEditAS,2,5,100
Public Interface,org.apache.xerces.impl.RevalidationHandler,2,2,0
Public Interface,org.apache.xerces.impl.XMLEntityHandler,3,2,0
Public Interface,org.apache.xerces.impl.dtd.XMLContentSpec.Provider,1,1,0
Public Interface,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,0,2,0
Public Interface,org.apache.xerces.impl.dtd.models.ContentModelValidator,1,1,0
Public Interface,org.apache.xerces.impl.dv.DatatypeValidator,3,1,0
Public Interface,org.apache.xerces.impl.dv.ValidationContext,1,11,0
Public Interface,org.apache.xerces.impl.dv.XSSimpleType,7,8,100
Public Interface,org.apache.xerces.impl.validation.EntityState,1,2,0
Public Interface,org.apache.xerces.impl.xs.identity.FieldActivator,3,3,0
Public Interface,org.apache.xerces.impl.xs.identity.ValueStore,3,2,0
Public Interface,org.apache.xerces.impl.xs.models.XSCMValidator,4,5,100
Public Interface,org.apache.xerces.impl.xs.psvi.PSVIProvider,3,3,0
Public Interface,org.apache.xerces.impl.xs.psvi.StringList,1,2,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSAnnotation,1,2,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSAttributeDeclaration,4,6,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSAttributeGroupDefinition,3,3,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSAttributeUse,2,4,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSComplexTypeDefinition,4,10,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSConstants,0,0,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSElementDeclaration,5,14,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSFacet,2,4,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSIDCDefinition,3,5,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSModel,11,11,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSModelGroup,2,3,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSModelGroupDefinition,2,2,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSMultiValueFacet,2,3,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSNamedMap,2,3,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSNamespaceItem,10,10,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSNamespaceItemList,1,2,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSNotationDeclaration,2,3,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSObject,2,4,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSObjectList,1,2,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSParticle,1,4,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSSimpleTypeDefinition,3,18,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSTerm,0,0,0
Public Interface,org.apache.xerces.impl.xs.psvi.XSTypeDefinition,1,7,100
Public Interface,org.apache.xerces.impl.xs.psvi.XSWildcard,2,4,100
Public Interface,org.apache.xerces.jaxp.JAXPConstants,1,0,0
Public Interface,org.apache.xerces.util.MessageFormatter,3,1,0
Public Interface,org.apache.xerces.xni.Augmentations,2,5,0
Public Interface,org.apache.xerces.xni.NamespaceContext,2,9,100
Public Interface,org.apache.xerces.xni.XMLAttributes,3,28,0
Public Interface,org.apache.xerces.xni.XMLDTDContentModelHandler,4,12,100
Public Interface,org.apache.xerces.xni.XMLDTDHandler,7,22,100
Public Interface,org.apache.xerces.xni.XMLDocumentFragmentHandler,9,14,0
Public Interface,org.apache.xerces.xni.XMLDocumentHandler,10,18,0
Public Interface,org.apache.xerces.xni.XMLLocator,1,7,0
Public Interface,org.apache.xerces.xni.XMLResourceIdentifier,1,10,0
Public Interface,org.apache.xerces.xni.grammars.Grammar,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLDTDDescription,1,1,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarDescription,1,1,100
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarLoader,9,13,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarPool,3,6,0
Public Interface,org.apache.xerces.xni.grammars.XMLSchemaDescription,3,6,100
Public Interface,org.apache.xerces.xni.grammars.XSGrammar,1,1,0
Public Interface,org.apache.xerces.xni.parser.XMLComponent,4,7,0
Public Interface,org.apache.xerces.xni.parser.XMLComponentManager,2,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelFilter,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDFilter,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDScanner,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentFilter,0,0,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentScanner,3,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLEntityResolver,4,1,0
Public Interface,org.apache.xerces.xni.parser.XMLErrorHandler,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLParserConfiguration,11,19,0
Public Interface,org.apache.xerces.xni.parser.XMLPullParserConfiguration,4,3,0
Public Interface,org.apache.xerces.xni.psvi.AttributePSVI,1,1,0
Public Interface,org.apache.xerces.xni.psvi.ElementPSVI,3,3,0
Public Interface,org.apache.xerces.xni.psvi.ItemPSVI,4,9,100
Public Interface,org.apache.xml.serialize.DOMSerializer,4,3,0
Public Interface,org.apache.xml.serialize.Serializer,7,6,0
Public Interface,org.w3c.dom.Attr,4,7,0
Public Interface,org.w3c.dom.CDATASection,0,0,0
Public Interface,org.w3c.dom.CharacterData,2,8,0
Public Interface,org.w3c.dom.Comment,0,0,0
Public Interface,org.w3c.dom.DOMConfiguration,2,3,0
Public Interface,org.w3c.dom.DOMError,2,6,100
Public Interface,org.w3c.dom.DOMErrorHandler,1,1,0
Public Interface,org.w3c.dom.DOMImplementation,4,4,0
Public Interface,org.w3c.dom.DOMImplementationList,1,2,0
Public Interface,org.w3c.dom.DOMImplementationSource,3,2,0
Public Interface,org.w3c.dom.DOMLocator,2,5,0
Public Interface,org.w3c.dom.DOMStringList,1,2,0
Public Interface,org.w3c.dom.Document,14,32,0
Public Interface,org.w3c.dom.DocumentFragment,0,0,0
Public Interface,org.w3c.dom.DocumentType,2,6,0
Public Interface,org.w3c.dom.Element,5,20,0
Public Interface,org.w3c.dom.Entity,1,8,0
Public Interface,org.w3c.dom.EntityReference,0,0,0
Public Interface,org.w3c.dom.NameList,2,3,0
Public Interface,org.w3c.dom.NamedNodeMap,3,8,0
Public Interface,org.w3c.dom.Node,6,37,100
Public Interface,org.w3c.dom.NodeList,1,2,0
Public Interface,org.w3c.dom.Notation,1,2,0
Public Interface,org.w3c.dom.ProcessingInstruction,2,3,0
Public Interface,org.w3c.dom.Text,2,4,0
Public Interface,org.w3c.dom.TypeInfo,1,2,0
Public Interface,org.w3c.dom.UserDataHandler,2,1,100
Public Interface,org.w3c.dom.html.HTMLDOMImplementation,2,1,0
Public Interface,org.w3c.dom.ls.DOMImplementationLS,5,3,100
Public Interface,org.w3c.dom.ls.DOMInput,3,16,0
Public Interface,org.w3c.dom.ls.DOMOutput,3,8,0
Public Interface,org.w3c.dom.ls.DOMParser,7,9,100
Public Interface,org.w3c.dom.ls.DOMParserFilter,2,3,100
Public Interface,org.w3c.dom.ls.DOMResourceResolver,2,1,0
Public Interface,org.w3c.dom.ls.DOMSerializer,6,8,0
Public Interface,org.w3c.dom.ls.DOMSerializerFilter,0,1,0
Public Interface,org.w3c.dom.ls.DocumentLS,3,6,0
Public Interface,org.w3c.dom.ls.ElementLS,1,2,0
Public Interface,org.w3c.dom.ls.LSLoadEvent,2,2,0
Public Interface,org.w3c.dom.ls.LSProgressEvent,1,3,0
Public Interface,org.w3c.dom.xpath.XPathEvaluator,6,3,0
Public Interface,org.w3c.dom.xpath.XPathExpression,3,1,0
Public Interface,org.w3c.dom.xpath.XPathNSResolver,1,1,0
Public Interface,org.w3c.dom.xpath.XPathNamespace,1,1,100
Public Interface,org.w3c.dom.xpath.XPathResult,4,9,100
Public Static Abstract Class,org.apache.xerces.impl.XMLEntityManager.Entity,1,7,50
Public Static Class,org.apache.xerces.impl.xpath.XPath.Axis,1,4,65
Public Static Class,org.apache.xerces.impl.xpath.XPath.LocationPath,4,4,25
Public Static Class,org.apache.xerces.impl.xpath.XPath.NodeTest,2,6,58
Public Static Class,org.apache.xerces.impl.xpath.XPath.Step,3,4,25
Public Static Class,org.apache.xerces.impl.xs.SchemaGrammar.BuiltinSchemaGrammar,21,14,0
Public Static Class,org.apache.xerces.impl.xs.XMLSchemaValidator.OrderedHashtable.Entry,2,0,0
Public Static Class,org.apache.xerces.impl.xs.identity.Field.XPath,7,1,0
Public Static Class,org.apache.xerces.impl.xs.identity.Selector.XPath,8,2,0
Public Static Class,org.apache.xerces.parsers.CachingParserPool.ShadowedGrammarPool,3,6,33
Public Static Class,org.apache.xerces.parsers.CachingParserPool.SynchronizedGrammarPool,3,7,0
Public Static Class,org.apache.xerces.util.ObjectFactory.ConfigurationError,2,2,0
Public Static Class,org.apache.xerces.util.URI.MalformedURIException,1,2,0
Public Static Class,org.apache.xml.serialize.OutputFormat.DTD,1,0,0
Public Static Class,org.apache.xml.serialize.OutputFormat.Defaults,1,0,0
Public Static Class,socket.KeepSocketOpen.Client,18,11,79
Public Static Class,socket.KeepSocketOpen.Server,10,3,33
Public Static Class,ui.DOMTreeFull.Model,8,10,70
Static Class,org.apache.xerces.dom.DeferredDocumentImpl.IntVector,1,5,40
Static Class,org.apache.xerces.impl.Constants.ArrayEnumeration,1,3,16
Static Class,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV.DateTimeData,2,3,22
Static Class,org.apache.xerces.impl.dv.xs.DecimalDV.XDecimal,4,9,58
Static Class,org.apache.xerces.impl.dv.xs.ListDV.ListData,2,5,40
Static Class,org.apache.xerces.impl.xpath.regex.Op.CharOp,0,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.ChildOp,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.ConditionOp,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.ModifierOp,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.RangeOp,2,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.StringOp,1,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.UnionOp,1,4,0
Static Class,org.apache.xerces.impl.xpath.regex.RegexParser.ReferencePosition,0,1,0
Static Class,org.apache.xerces.impl.xpath.regex.RegularExpression.Context,3,5,66
Static Class,org.apache.xerces.impl.xpath.regex.Token.CharToken,3,4,0
Static Class,org.apache.xerces.impl.xpath.regex.Token.ClosureToken,2,8,70
