Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion
Public Class,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,11,7,61
Public Class,org.apache.xerces.impl.validation.ValidationManager,3,7,57
Public Class,org.apache.xerces.impl.xs.XSGroupDecl,7,7,82
Public Class,org.apache.xerces.impl.xs.opti.TextImpl,4,7,46
Public Class,org.apache.xerces.impl.xs.util.XSNamedMapImpl,4,7,53
Public Class,org.apache.xerces.impl.xs.util.XSObjectListImpl,2,7,53
Public Class,org.apache.xerces.parsers.CachingParserPool,9,7,69
Public Class,org.apache.xerces.parsers.IntegratedParserConfiguration,16,7,71
Public Class,org.apache.xerces.parsers.StandardParserConfiguration,10,7,84
Public Class,org.apache.xerces.parsers.XIncludeParserConfiguration,16,7,78
Public Class,org.apache.xerces.parsers.XPointerParserConfiguration,17,7,78
Public Class,org.apache.xerces.util.EncodingMap,2,7,57
Public Class,org.apache.xerces.util.EntityResolver2Wrapper,13,7,42
Public Class,org.apache.xerces.util.LocatorProxy,2,7,0
Public Class,org.apache.xerces.util.SynchronizedSymbolTable,1,7,0
Public Class,socket.io.WrappedOutputStream,2,7,57
Public Interface,org.apache.xerces.xni.parser.XMLComponent,4,7,0
Public Interface,org.apache.xerces.xs.XSTypeDefinition,1,7,100
Public Static Abstract Class,org.apache.xerces.impl.XMLEntityManager.Entity,1,7,50
Public Static Class,org.apache.xerces.parsers.CachingParserPool.SynchronizedGrammarPool,3,7,0
Static Class,org.apache.xerces.impl.dv.xs.ListDV.ListData,2,7,42
Abstract Class,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,21,6,66
Class,org.apache.xerces.impl.dv.xs.PrecisionDecimalDV,7,6,0
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,27,6,0
Class,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,35,6,83
Class,org.apache.xerces.jaxp.JAXPValidatorComponent.(Anon_3),2,6,0
Class,org.apache.xerces.xpointer.XPointerErrorHandler,6,6,66
Class,org.apache.xml.serialize.SerializerFactoryImpl,14,6,50
Class,ui.TreeView.FileNameInput,14,6,72
Private Static Class,org.apache.xerces.impl.XMLEntityManager.CharacterBufferPool,1,6,52
Private Static Class,org.apache.xerces.impl.xs.opti.SchemaDOMParser.BooleanStack,1,6,41
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.XSIErrorReporter,7,6,33
Public Abstract Class,org.apache.xml.serialize.SerializerFactory,14,6,94
Public Class,dom.DOM3,17,6,95
Public Class,dom.traversal.IteratorView,40,6,72
Public Class,org.apache.xerces.dom.DOMStringListImpl,3,6,0
Public Class,org.apache.xerces.dom.events.MutationEventImpl,2,6,86
Public Class,org.apache.xerces.impl.dtd.models.CMBinOp,3,6,16
Public Class,org.apache.xerces.impl.dv.xs.BaseDVFactory,9,6,75
Public Class,org.apache.xerces.impl.xs.SchemaNamespaceSupport,8,6,50
Public Class,org.apache.xerces.impl.xs.identity.Selector.Matcher,9,6,45
Public Class,org.apache.xerces.impl.xs.models.XSCMBinOp,3,6,16
Public Class,org.apache.xerces.util.AugmentationsImpl,4,6,0
Public Class,org.apache.xerces.util.DOMEntityResolverWrapper,11,6,72
Public Class,org.apache.xerces.util.DOMInputSource,4,6,33
Public Class,org.apache.xerces.util.DefaultErrorHandler,6,6,66
Public Class,org.apache.xml.serialize.EncodingInfo,12,6,72
Public Class,xni.parser.PSVIConfiguration,4,6,66
Public Interface,org.apache.wml.WMLPElement,1,6,0
Public Interface,org.apache.wml.WMLTemplateElement,1,6,0
Public Interface,org.apache.xerces.dom3.as.CharacterDataEditAS,1,6,0
Public Interface,org.apache.xerces.xni.grammars.XMLGrammarPool,3,6,0
Public Interface,org.apache.xerces.xni.grammars.XMLSchemaDescription,3,6,100
Public Interface,org.apache.xerces.xs.datatypes.XSDecimal,3,6,0
Public Interface,org.apache.xml.serialize.Serializer,7,6,0
Public Static Class,org.apache.xerces.impl.xpath.XPath.NodeTest,2,6,58
Public Static Class,org.apache.xerces.parsers.CachingParserPool.ShadowedGrammarPool,3,6,33
Static Class,org.apache.xerces.impl.xpath.regex.Token.ModifierToken,2,6,62
Abstract Class,org.apache.xerces.jaxp.validation.AbstractXMLSchema,7,5,40
Class,org.apache.xerces.jaxp.validation.DraconianErrorHandler,2,5,80
Private Class,org.apache.xerces.xpointer.XPointerHandler.Scanner,8,5,68
Private Static Class,org.apache.xerces.impl.dv.xs.QNameDV.XQName,2,5,0
Private Static Class,org.apache.xerces.impl.xpath.XPath.Scanner,8,5,78
Private Static Class,org.apache.xerces.jaxp.JAXPValidatorComponent.DraconianErrorHandler,2,5,80
Protected Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.FragmentContentDispatcher,18,5,0
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.ContentDispatcher,17,5,0
Protected Class,org.apache.xerces.impl.xs.identity.Field.Matcher,13,5,50
Public Abstract Class,org.apache.xerces.impl.dv.DTDDVFactory,6,5,80
Public Class,dom.Counter,18,5,67
Public Class,dom.GetElementsByTagName,18,5,69
Public Class,dom.traversal.NameNodeFilter,2,5,40
Public Class,org.apache.html.dom.HTMLBaseElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLFrameSetElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLLIElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLLabelElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLLegendElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLMapElementImpl,4,5,80
Public Class,org.apache.html.dom.HTMLModElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLOptGroupElementImpl,2,5,100
Public Class,org.apache.html.dom.HTMLUListElementImpl,2,5,100
Public Class,org.apache.wml.dom.WMLHeadElementImpl,2,5,100
Public Class,org.apache.wml.dom.WMLNoopElementImpl,2,5,100
Public Class,org.apache.wml.dom.WMLPrevElementImpl,2,5,100
Public Class,org.apache.wml.dom.WMLRefreshElementImpl,2,5,100
Public Class,org.apache.wml.dom.WMLTrElementImpl,2,5,100
Public Class,org.apache.xerces.dom.DOMMessageFormatter,8,5,65
Public Class,org.apache.xerces.dom.DeepNodeListImpl,6,5,56
Public Class,org.apache.xerces.dom.DocumentFragmentImpl,4,5,100
Public Class,org.apache.xerces.dom.ElementDefinitionImpl,4,5,66
Public Class,org.apache.xerces.impl.dtd.models.CMUniOp,3,5,0
Public Class,org.apache.xerces.impl.dv.xs.DecimalDV,7,5,0
Public Class,org.apache.xerces.impl.dv.xs.DoubleDV,7,5,0
Public Class,org.apache.xerces.impl.io.MalformedByteSequenceException,3,5,62
Public Class,org.apache.xerces.impl.xs.XSGrammarBucket,5,5,19
Public Class,org.apache.xerces.impl.xs.identity.Field,8,5,40
Public Class,org.apache.xerces.impl.xs.identity.Selector,7,5,60
Public Class,org.apache.xerces.impl.xs.models.XSCMUniOp,3,5,0
Public Class,org.apache.xerces.impl.xs.models.XSEmptyCM,4,5,80
Public Class,org.apache.xerces.impl.xs.util.ShortListImpl,1,5,9
Public Class,org.apache.xerces.impl.xs.util.StringListImpl,2,5,44
Public Class,org.apache.xerces.impl.xs.util.XInt,2,5,0
Public Class,org.apache.xerces.impl.xs.util.XSNamedMap4Types,4,5,19
Public Class,org.apache.xerces.util.EntityResolverWrapper,11,5,40
Public Class,org.apache.xerces.util.SecurityManager,0,5,60
Public Class,org.apache.xerces.util.ShadowedSymbolTable,1,5,0
Public Class,org.apache.xerces.xinclude.XIncludeNamespaceSupport,2,5,40
Public Class,org.apache.xml.serialize.XHTMLSerializer,4,5,0
Public Class,socket.io.WrappedInputStream,2,5,26
Public Class,ui.DOMTree,3,5,100
Public Class,xni.parser.CSVConfiguration,18,5,80
Public Interface,org.apache.xerces.dom3.as.NodeEditAS,2,5,100
Public Interface,org.apache.xerces.impl.xs.identity.FieldActivator,4,5,0
Public Interface,org.apache.xerces.impl.xs.models.XSCMValidator,4,5,100
Public Interface,org.apache.xerces.xni.Augmentations,2,5,0
Public Interface,org.apache.xerces.xs.XSFacet,3,5,0
Public Interface,org.apache.xerces.xs.XSIDCDefinition,3,5,100
Public Interface,org.apache.xerces.xs.XSLoader,6,5,0
Public Interface,org.apache.xerces.xs.XSParticle,2,5,0
Public Interface,org.apache.xerces.xs.XSWildcard,3,5,100
Static Class,org.apache.xerces.dom.DeferredDocumentImpl.IntVector,1,5,40
Static Class,org.apache.xerces.impl.xpath.regex.RegularExpression.Context,3,5,66
Static Class,org.apache.xerces.impl.xpath.regex.Token.ParenToken,1,5,60
Static Class,org.apache.xerces.impl.xpath.regex.Token.UnionToken,5,5,60
Static Class,org.apache.xerces.impl.xs.SchemaNamespaceSupport.SchemaRootContext,10,5,66
Static Class,org.apache.xerces.impl.xs.XMLSchemaLoader.LocationArray,3,5,9
Class,org.apache.html.dom.CollectionIndex,0,4,0
Class,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,15,4,0
Class,org.apache.xerces.jaxp.validation.XMLSchema,1,4,50
Class,org.apache.xerces.util.XMLErrorCode,1,4,0
Class,xni.PSVIWriter.ElementState,1,4,37
Private Class,org.apache.xerces.xpointer.ElementSchemePointer.Scanner,7,4,63
Private Static Class,org.apache.xerces.impl.dv.xs.Base64BinaryDV.XBase64,2,4,0
Private Static Class,org.apache.xerces.impl.dv.xs.HexBinaryDV.XHex,2,4,0
Private Static Class,org.apache.xerces.impl.xs.SchemaGrammar.BuiltinAttrDecl,5,4,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.LocalIDKey,1,4,25
Protected Class,org.apache.xerces.util.NamespaceSupport.Prefixes,4,4,33
Protected Static Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.ElementStack,2,4,25
Protected Static Class,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser.ParticleArray,2,4,16
Public Abstract Class,org.apache.xerces.util.ErrorHandlerProxy,4,4,0
Public Class,org.apache.xerces.dom.ASDOMImplementationImpl,8,4,75
Public Class,org.apache.xerces.dom.DOMImplementationListImpl,3,4,0
Public Class,org.apache.xerces.dom.DeferredAttrImpl,1,4,50
Public Class,org.apache.xerces.dom.DeferredAttrNSImpl,2,4,50
Public Class,org.apache.xerces.dom.DeferredDocumentTypeImpl,7,4,50
Public Class,org.apache.xerces.dom.DeferredElementDefinitionImpl,4,4,50
Public Class,org.apache.xerces.dom.DeferredElementImpl,3,4,50
Public Class,org.apache.xerces.dom.DeferredElementNSImpl,5,4,50
Public Class,org.apache.xerces.dom.DeferredEntityImpl,1,4,50
Public Class,org.apache.xerces.dom.DeferredEntityReferenceImpl,1,4,50
Public Class,org.apache.xerces.impl.XMLVersionDetector,15,4,61
Public Class,org.apache.xerces.impl.dv.DatatypeException,5,4,50
Public Class,org.apache.xerces.impl.dv.ValidatedInfo,4,4,66
Public Class,org.apache.xerces.impl.dv.util.ByteListImpl,2,4,50
Public Class,org.apache.xerces.impl.dv.xs.DateDV,10,4,0
Public Class,org.apache.xerces.impl.dv.xs.DayDV,10,4,75
Public Class,org.apache.xerces.impl.dv.xs.FloatDV,7,4,0
Public Class,org.apache.xerces.impl.dv.xs.MonthDV,10,4,0
Public Class,org.apache.xerces.impl.dv.xs.MonthDayDV,10,4,75
Public Class,org.apache.xerces.impl.dv.xs.TimeDV,11,4,0
Public Class,org.apache.xerces.impl.dv.xs.YearDV,10,4,0
Public Class,org.apache.xerces.impl.dv.xs.YearMonthDV,10,4,0
Public Class,org.apache.xerces.impl.xs.XSImplementationImpl,7,4,75
Public Class,org.apache.xerces.impl.xs.util.NSItemListImpl,2,4,33
Public Class,org.apache.xerces.parsers.SAXParser,6,4,75
Public Class,org.apache.xerces.parsers.SecurityConfiguration,5,4,75
Public Class,org.apache.xerces.parsers.XMLDocumentParser,5,4,0
Public Class,org.apache.xerces.xni.XNIException,1,4,62
Public Class,org.apache.xerces.xni.parser.XMLConfigurationException,1,4,70
Public Class,simpletype.DatatypeInterfaceUsage,21,4,50
Public Class,ui.DOMParserSaveEncoding,5,4,50
Public Class,xni.UpperCaseFilter,5,4,75
Public Interface,org.apache.wml.WMLAccessElement,1,4,0
Public Interface,org.apache.wml.WMLAnchorElement,1,4,0
Public Interface,org.apache.wml.WMLElement,1,4,0
Public Interface,org.apache.wml.WMLFieldsetElement,1,4,0
Public Interface,org.apache.wml.WMLOptgroupElement,1,4,0
Public Interface,org.apache.wml.WMLPostfieldElement,1,4,0
Public Interface,org.apache.wml.WMLSetvarElement,1,4,0
Public Interface,org.apache.wml.WMLTimerElement,1,4,0
Public Interface,org.apache.xerces.dom3.as.ASNotationDeclaration,1,4,0
Public Interface,org.apache.xerces.dom3.as.DOMASBuilder,5,4,0
Public Interface,org.apache.xerces.xpointer.XPointerProcessor,5,4,100
Public Interface,org.apache.xerces.xs.ElementPSVI,3,4,0
Public Interface,org.apache.xerces.xs.XSAttributeGroupDefinition,3,4,0
Public Interface,org.apache.xerces.xs.XSModelGroup,2,4,100
Public Interface,org.apache.xerces.xs.XSNotationDeclaration,3,4,0
Public Interface,org.apache.xerces.xs.XSObject,2,4,0
Public Static Class,org.apache.xerces.impl.xpath.XPath.Axis,1,4,65
Public Static Class,org.apache.xerces.impl.xpath.XPath.LocationPath,4,4,25
Public Static Class,org.apache.xerces.impl.xpath.XPath.Step,3,4,25
Static Class,org.apache.xerces.impl.xpath.regex.Op.UnionOp,1,4,0
Static Class,org.apache.xerces.impl.xpath.regex.Token.CharToken,3,4,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConcatToken,1,4,50
Static Class,org.apache.xerces.impl.xpath.regex.Token.ConditionToken,2,4,44
Static Class,org.apache.xerces.impl.xpath.regex.Token.StringToken,2,4,50
Abstract Class,org.apache.xerces.impl.xs.traversers.Container,4,3,88
Class,jaxp.InlineSchemaValidator.getPrefixes.(Anon_1),3,3,33
Class,jaxp.InlineSchemaValidator.getPrefixes.(Anon_2),3,3,33
Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.getActualEnumeration.(Anon_2),2,3,0
Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.getEnumerationItemTypeList.(Anon_3),2,3,0
Class,org.apache.xerces.impl.xs.traversers.LargeContainer,3,3,0
Class,org.apache.xerces.impl.xs.traversers.SmallContainer,2,3,0
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,14,3,0
Class,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,19,3,0
Class,org.apache.xerces.impl.xs.util.StringListImpl.(Anon_1),1,3,0
Class,org.apache.xerces.impl.xs.util.XSNamedMapImpl.(Anon_1),2,3,0
Class,org.apache.xerces.jaxp.SchemaValidatorConfiguration,8,3,51
Class,org.apache.xerces.jaxp.validation.StreamValidatorHelper,22,3,43
Class,org.apache.xerces.jaxp.validation.Util,7,3,0
Class,org.apache.xerces.jaxp.validation.WeakReferenceXMLSchema,4,3,66
Class,org.apache.xerces.util.AugmentationsImpl.SmallContainer.SmallContainerKeyEnumeration,2,3,16
Class,socket.KeepSocketOpen.Client.InputStreamReporter,4,3,33
Private Static Class,org.apache.xerces.impl.xs.traversers.XSDHandler.XSDKey,2,3,22
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyRefValueStore,7,3,33
Protected Static Class,org.apache.xerces.util.SymbolHash.Entry,0,3,0
Protected Static Class,org.apache.xerces.xinclude.XIncludeHandler.Notation,2,3,77
Protected Static Class,org.apache.xerces.xinclude.XIncludeHandler.UnparsedEntity,2,3,76
Public Abstract Class,org.apache.xerces.parsers.XMLParser,6,3,75
Public Class,org.apache.html.dom.HTMLBRElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLDListElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLDOMImplementationImpl,5,3,66
Public Class,org.apache.html.dom.HTMLDirectoryElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLDivElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLHeadElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLHeadingElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLHtmlElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLIsIndexElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLMenuElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLParagraphElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLPreElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLQuoteElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLTableCaptionElementImpl,2,3,100
Public Class,org.apache.html.dom.HTMLTitleElementImpl,6,3,100
Public Class,org.apache.xerces.dom.CDATASectionImpl,2,3,100
Public Class,org.apache.xerces.dom.CommentImpl,2,3,100
Public Class,org.apache.xerces.dom.DOMImplementationImpl,10,3,66
Public Class,org.apache.xerces.dom.DOMImplementationSourceImpl,8,3,0
Public Class,org.apache.xerces.dom.DeferredCDATASectionImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredCommentImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredNotationImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredProcessingInstructionImpl,1,3,50
Public Class,org.apache.xerces.dom.DeferredTextImpl,1,3,50
Public Class,org.apache.xerces.dom.PSVIDOMImplementationImpl,11,3,66
Public Class,org.apache.xerces.impl.dtd.XML11DTDValidator,7,3,66
Public Class,org.apache.xerces.impl.dtd.XMLEntityDecl,1,3,33
Public Class,org.apache.xerces.impl.dtd.XMLSimpleType,3,3,60
Public Class,org.apache.xerces.impl.dv.dtd.DTDDVFactoryImpl,10,3,0
Public Class,org.apache.xerces.impl.dv.xs.AnyURIDV,9,3,81
Public Class,org.apache.xerces.impl.dv.xs.Base64BinaryDV,8,3,0
Public Class,org.apache.xerces.impl.dv.xs.DateTimeDV,11,3,0
Public Class,org.apache.xerces.impl.dv.xs.EntityDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.FullDVFactory,7,3,50
Public Class,org.apache.xerces.impl.dv.xs.HexBinaryDV,8,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.IDREFDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.ListDV,6,3,0
Public Class,org.apache.xerces.impl.dv.xs.QNameDV,8,3,66
Public Class,org.apache.xerces.impl.xpath.XPathException,1,3,50
Public Class,org.apache.xerces.impl.xs.XMLSchemaException,1,3,55
Public Class,org.apache.xerces.impl.xs.identity.KeyRef,2,3,0
Public Class,ui.DefaultImages,2,3,0
Public Class,ui.TreeViewer,7,3,0
Public Class,xni.XMLGrammarBuilder,17,3,60
Public Class,xni.parser.NonValidatingParserConfiguration,3,3,33
Public Class,xs.QueryXS,16,3,100
Public Interface,dom.ParserWrapper,6,3,0
Public Interface,org.apache.xerces.dom3.as.DOMImplementationAS,3,3,0
Public Interface,org.apache.xerces.jaxp.validation.XSGrammarPoolContainer,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDScanner,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLErrorHandler,3,3,0
Public Interface,org.apache.xerces.xni.parser.XMLPullParserConfiguration,4,3,0
Public Interface,org.apache.xerces.xs.PSVIProvider,3,3,0
Public Interface,org.apache.xerces.xs.ShortList,1,3,0
Public Interface,org.apache.xerces.xs.StringList,1,3,0
Public Interface,org.apache.xerces.xs.XSModelGroupDefinition,3,3,0
Public Interface,org.apache.xerces.xs.XSMultiValueFacet,2,3,0
Public Interface,org.apache.xerces.xs.XSNamedMap,2,3,0
Public Interface,org.apache.xerces.xs.datatypes.ByteList,1,3,0
Public Interface,org.apache.xerces.xs.datatypes.ObjectList,0,3,0
Public Interface,org.apache.xml.serialize.DOMSerializer,4,3,0
Public Static Class,org.apache.xerces.impl.xs.identity.Field.XPath,9,3,0
Public Static Class,socket.KeepSocketOpen.Server,10,3,33
Static Class,org.apache.xerces.impl.Constants.ArrayEnumeration,1,3,16
Static Class,org.apache.xerces.impl.xpath.regex.Op.ChildOp,0,3,33
Static Class,org.apache.xerces.impl.xpath.regex.Op.ModifierOp,0,3,33
Static Class,org.apache.xerces.jaxp.validation.XMLSchemaFactory.XMLGrammarPoolImplExtension,0,3,0
Static Class,socket.DelayedInput.DelayedInputStream,8,3,66
Class,org.apache.xerces.dom.CharacterDataImpl.(Anon_1),1,2,0
Class,org.apache.xerces.dom.ParentNode.getChildNodesUnoptimized.(Anon_1),2,2,0
Class,org.apache.xerces.impl.dv.xs.AnyAtomicDV,3,2,0
Class,org.apache.xerces.impl.dv.xs.DayTimeDurationDV,10,2,0
Class,org.apache.xerces.impl.dv.xs.YearMonthDurationDV,9,2,0
Class,org.apache.xerces.impl.xs.traversers.XSAnnotationInfo,3,2,19
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,13,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,12,2,0
Class,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,12,2,0
Class,org.apache.xerces.impl.xs.util.XSObjectListImpl.(Anon_1),1,2,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_24).(Anon_1),2,2,0
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_26).(Anon_2),2,2,0
Class,org.apache.xerces.util.JAXPNamespaceContextWrapper.getAllPrefixes.(Anon_1),0,2,0
Class,ui.TreeView.createUI.(Anon_1),2,2,100
Class,ui.TreeView.createUI.(Anon_2),2,2,100
Class,ui.TreeView.createUI.(Anon_4),2,2,100
Private Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser.ComplexTypeRecoverableError,2,2,66
Private Static Class,org.apache.xerces.impl.xs.SubstitutionGroupHandler.OneSubGroup,1,2,50
Private Static Class,org.apache.xerces.jaxp.datatype.DurationImpl.DurationStream,3,2,50
Private Static Class,org.apache.xerces.util.DOMErrorHandlerWrapper.DOMErrorTypeMap,4,2,50
Protected Class,org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher,9,2,0
Protected Class,org.apache.xerces.impl.XMLNSDocumentScannerImpl.NSContentDispatcher,9,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyValueStore,4,2,0
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.UniqueValueStore,4,2,0
Protected Static Class,org.apache.xerces.impl.dtd.DTDGrammar.QNameHashtable,2,2,16
Protected Static Class,org.apache.xerces.util.SymbolTable.Entry,2,2,0
Protected Static Class,org.apache.xerces.util.XMLGrammarPoolImpl.Entry,2,2,12
Public Class,org.apache.html.dom.NameNodeListImpl,4,2,0
Public Class,org.apache.wml.dom.WMLDOMImplementationImpl,9,2,50
Public Class,org.apache.wml.dom.WMLDocumentImpl,49,2,66
Public Class,org.apache.xerces.dom.DOMXSImplementationSourceImpl,7,2,0
Public Class,org.apache.xerces.impl.Version,3,2,50
Public Class,org.apache.xerces.impl.XML11NamespaceBinder,1,2,0
Public Class,org.apache.xerces.impl.dtd.XML11NSDTDValidator,10,2,50
Public Class,org.apache.xerces.impl.dtd.XMLAttributeDecl,2,2,0
Public Class,org.apache.xerces.impl.dtd.XMLElementDecl,3,2,50
Public Class,org.apache.xerces.impl.dtd.XMLNSDTDValidator,10,2,50
Public Class,org.apache.xerces.impl.dtd.XMLNotationDecl,1,2,0
Public Class,org.apache.xerces.impl.dtd.models.MixedContentModel,3,2,0
Public Class,org.apache.xerces.impl.dtd.models.SimpleContentModel,3,2,40
Public Class,org.apache.xerces.impl.dv.DVFactoryException,1,2,100
Public Class,org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.ListDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.StringDatatypeValidator,3,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11DTDDVFactoryImpl,8,2,50
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11IDREFDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.dtd.XML11NMTOKENDatatypeValidator,4,2,0
Public Class,org.apache.xerces.impl.dv.util.HexBin,1,2,62
Public Class,org.apache.xerces.impl.dv.xs.AnySimpleDV,3,2,0
Public Class,org.apache.xerces.impl.dv.xs.BooleanDV,6,2,50
Public Class,org.apache.xerces.impl.dv.xs.SchemaDateTimeException,1,2,100
Public Class,org.apache.xerces.impl.dv.xs.StringDV,5,2,0
Public Class,org.apache.xerces.impl.dv.xs.UnionDV,5,2,0
Public Class,org.apache.xerces.impl.xpath.regex.ParseException,1,2,50
Public Class,org.apache.xerces.xinclude.XInclude11TextReader,4,2,0
Public Interface,org.apache.wml.WMLBElement,1,2,0
Public Interface,org.apache.wml.WMLBigElement,1,2,0
Public Interface,org.apache.wml.WMLBrElement,1,2,0
Public Interface,org.apache.wml.WMLEmElement,1,2,0
Public Interface,org.apache.wml.WMLIElement,1,2,0
Public Interface,org.apache.wml.WMLOneventElement,1,2,0
Public Interface,org.apache.wml.WMLSmallElement,1,2,0
Public Interface,org.apache.wml.WMLStrongElement,1,2,0
Public Interface,org.apache.wml.WMLTdElement,1,2,0
Public Interface,org.apache.wml.WMLUElement,1,2,0
Public Interface,org.apache.wml.WMLWmlElement,1,2,0
Public Interface,org.apache.xerces.dom3.as.ASObjectList,1,2,0
Public Interface,org.apache.xerces.dom3.as.DocumentEditAS,0,2,0
Public Interface,org.apache.xerces.impl.XMLEntityDescription,1,2,0
Public Interface,org.apache.xerces.impl.XMLEntityHandler,4,2,0
Public Interface,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,0,2,0
Public Interface,org.apache.xerces.impl.validation.EntityState,1,2,0
Public Interface,org.apache.xerces.impl.xs.identity.ValueStore,3,2,0
Public Interface,org.apache.xerces.xni.grammars.XSGrammar,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLComponentManager,2,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDContentModelSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDTDSource,1,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentScanner,3,2,0
Public Interface,org.apache.xerces.xni.parser.XMLDocumentSource,1,2,0
Public Interface,org.apache.xerces.xs.LSInputList,1,2,0
Public Interface,org.apache.xerces.xs.XSAnnotation,1,2,100
Public Interface,org.apache.xerces.xs.XSImplementation,3,2,0
Public Interface,org.apache.xerces.xs.XSNamespaceItemList,1,2,0
Public Interface,org.apache.xerces.xs.XSObjectList,1,2,0
Public Interface,org.apache.xerces.xs.datatypes.XSQName,2,2,0
Public Static Class,org.apache.xerces.impl.xs.identity.Selector.XPath,8,2,0
Public Static Class,org.apache.xerces.util.URI.MalformedURIException,1,2,100
Static Class,org.apache.html.dom.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.dom.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.impl.dv.ObjectFactory.ConfigurationError,2,2,50
Static Class,org.apache.xerces.impl.xpath.regex.Op.CharOp,0,2,0
Static Class,org.apache.xerces.impl.xpath.regex.Op.RangeOp,2,2,0
